repo_name,last_pushed_at,created_at,default_branch,cfn_file_count,total_resources,resource_types,platform_pct,application_pct,data_pct,other_pct,nested_stacks,cross_stack_refs,custom_resources,sam_transforms,parameters,conditions,has_terraform,cfn_lines,aws_account_ids,app_ids
ccsp-cdp-gg-infrastructure,01/05/2026 13:26,01/18/2022 14:43,main,4,11,AWS::CloudFormation::Designer|AWS::CloudFormation::Interface|AWS::EC2::Instance|AWS::EC2::SecurityGroup|AWS::EFS::FileSystem|AWS::EFS::MountTarget|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,4,0,false,1159,708921516569,none
gsm-tfc-test,12/24/2025 23:21,12/22/2025 23:01,dev,1,4,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,1,0,true,401,none,none
dms_s3_cross_account,12/23/2025 01:20,12/22/2025 20:51,main,1,7,AWS::CloudWatch::Dashboard|AWS::IAM::Role|AWS::Lambda::Function|AWS::Logs::LogGroup|AWS::Logs::MetricFilter,55,44,0,1,0,0,0,false,1,2,false,306,302263046280,DMS-CrossAccount-Debug
adms-mule-deployment-auto,12/19/2025 23:39,05/25/2024 01:34,dev,1,4,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,1,0,true,365,none,none
aws-secure-by-design,12/19/2025 22:46,04/30/2020 17:57,develop,5,15,AWS::CloudFormation::Interface|AWS::ServiceCatalog::CloudFormationProduct|AWS::ServiceCatalog::Portfolio|AWS::ServiceCatalog::PortfolioProductAssociation,0,0,0,0,0,0,0,false,0,0,true,967,none,APP-2781
cscoe-wiz-kiosk,12/18/2025 00:42,12/06/2024 19:47,main,3,16,AWS::CloudFormation::Interface|AWS::CloudFormation::StackSet|AWS::IAM::ManagedPolicy|AWS::IAM::Policy|AWS::IAM::Role|AWS::SecretsManager::Secret,100,0,0,0,1,0,0,false,2,0,true,1481,none,none
aws-transit-public-elb-aigateway,12/17/2025 19:33,09/12/2025 18:35,dev,2,26,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,36,63,0,1,0,4,2,false,2,6,false,1662,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-transit-public-elb-portkey,12/17/2025 19:28,07/14/2025 18:10,dev,2,26,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,36,63,0,1,0,4,2,false,2,6,false,1662,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-waf-rules-automation-portkey,12/17/2025 19:16,07/14/2025 18:16,dev,2,6,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::FMS::Policy|AWS::IAM::Role|AWS::SSM::Parameter|AWS::WAFv2::IPSet|AWS::WAFv2::RuleGroup,75,25,0,0,0,0,0,false,2,0,false,495,686137062481,none
gis-geomartcloud-wsoc-api-emailwildfireincident,12/17/2025 15:05,12/30/2020 23:22,master,1,10,AWS::ApiGateway::Authorizer|AWS::ApiGateway::Deployment|AWS::ApiGateway::GatewayResponse|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::ApiGateway::Stage|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::IAM::Role|AWS::Lambda::Function|AWS::SSM::Parameter,27,72,0,1,0,0,0,false,1,1,false,717,725887861453,APP-2766
aws-transit-public-api-alb,12/12/2025 23:20,11/17/2022 16:40,qa,3,25,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::EC2::VPCEndpoint|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,54,45,0,1,0,9,3,false,3,0,false,1716,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-waf-rules-automation-bmp,12/12/2025 17:07,11/10/2025 21:05,main,2,10,AWS::CloudFront::Distribution|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::FMS::Policy|AWS::IAM::Role|AWS::SSM::Parameter|AWS::WAFv2::RuleGroup,100,0,0,0,0,0,0,false,2,1,false,753,686137062481,none
aws-transit-public-elb-bmp,12/12/2025 15:46,10/23/2025 21:29,dev,2,26,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,36,63,0,1,0,4,2,false,2,6,false,1650,514712703977|686137062481|757620174545,APP-2102
gis-gmcloud-hawc-etl-siptgeotabupdate,12/08/2025 05:58,09/13/2022 19:55,main,1,6,AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::EventInvokeConfig|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SSM::Parameter,50,50,0,0,0,0,0,false,1,0,false,433,none,none
aws-transit-public-elb-mule,12/02/2025 18:06,04/03/2023 20:48,dev,2,36,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,40,59,0,1,0,14,2,false,2,9,false,3223,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-transit-open-public-nlb-mule-cloudhub-ext1,11/25/2025 21:40,11/07/2025 21:13,main,2,24,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter,36,63,0,1,0,4,1,false,2,6,false,1553,242937548904|514712703977|686137062481|757620174545,APP-2102
pge-ecm-pwtodctm-sync,11/25/2025 02:30,03/07/2022 06:04,main,1,8,AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::SSM::Parameter,82,17,0,1,0,0,0,false,1,0,false,271,none,none
pge-ecm-pwtodctm-pwmetadata,11/25/2025 02:28,03/07/2022 05:53,main,1,8,AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::SSM::Parameter,82,17,0,1,0,0,0,false,1,0,false,272,none,none
aws-transit-public-locateandmark-api-alb,11/24/2025 17:14,07/15/2025 20:33,dev,3,21,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,52,48,0,0,0,5,1,false,3,0,false,1518,223104556128|242937548904|514712703977|686137062481|757620174545,APP-2102
ccsp-cdp-service-point-module,11/21/2025 09:34,07/29/2021 20:18,qa,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,536,720720378559,none
aws-cross-account-api-iam-authn,11/21/2025 07:08,09/09/2025 07:52,main,2,56,AWS::ApiGateway::ApiKey|AWS::ApiGateway::Authorizer|AWS::ApiGateway::BasePathMapping|AWS::ApiGateway::Deployment|AWS::ApiGateway::DomainName|AWS::ApiGateway::GatewayResponse|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::ApiGateway::Stage|AWS::ApiGateway::UsagePlan|AWS::ApiGateway::UsagePlanKey|AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::SecretsManager::Secret|AWS::SSM::Parameter,5,94,0,1,0,0,2,false,2,2,true,1721,302263046280|514712703977,APP-3554
ccsp-cdp-sf-record-inspector,11/21/2025 07:08,05/14/2024 16:30,main,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,532,720720378559,none
ccsp-cdp-util-module,11/21/2025 07:01,08/12/2021 14:36,main,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,527,720720378559,none
aws-transit-public-elb-locateandmark,11/14/2025 21:39,03/10/2025 21:31,dev,2,27,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,40,59,0,1,0,4,2,false,2,5,false,1673,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-aop-reports,11/11/2025 19:47,03/05/2021 18:36,main,1,1,AWS::CloudFormation::Interface|AWS::IAM::Role|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,1,0,false,267,none,APP-2763
gis-geomartcloud-wsoc-authorizer,11/07/2025 16:54,03/01/2021 21:54,feature_0000_parent,1,5,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::EC2::Subnet|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::SSM::Parameter,75,25,0,0,0,0,0,false,1,0,false,452,none,none
Meteorology-PkgLayers,11/05/2025 22:23,03/21/2022 21:37,main,36,108,AWS::Serverless::LayerVersion|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,36,7,false,1170,none,none
aws-transit-public-nlb-mule,10/30/2025 15:29,07/17/2023 21:02,dev,2,39,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter,36,63,0,1,0,19,1,false,2,21,false,5408,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-transit-public-elb-mhp,10/28/2025 22:04,08/28/2025 22:45,dev,2,26,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,36,63,0,1,0,4,2,false,2,6,false,1650,514712703977|686137062481|757620174545,APP-2102
aws-lz-sonarqube-pipeline,10/28/2025 18:25,06/17/2022 22:54,main,3,15,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SES::ConfigurationSet|AWS::SES::ConfigurationSetEventDestination|AWS::SES::Template|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,75,25,0,0,0,0,2,false,3,0,false,2005,none,APP-2102
aws-transit-public-elb-esft,10/28/2025 17:19,03/27/2023 22:02,dev,3,27,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,38,61,0,1,0,7,3,false,3,0,false,1861,100538557244|223104556128|242937548904|514712703977|686137062481|757620174545,APP-2102
ccsp-cdp-rediswriter,10/24/2025 12:12,09/30/2021 05:08,qa,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,538,720720378559,none
pge-crm-ecm-cloud-infra-ci,09/29/2025 17:49,04/25/2021 12:43,main,30,183,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::EC2::SecurityGroup|AWS::ECR::Repository|AWS::EFS::FileSystem|AWS::EFS::MountTarget|AWS::IAM::Policy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::RDS::DBCluster|AWS::RDS::DBClusterParameterGroup|AWS::RDS::DBSubnetGroup|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::RotationSchedule|AWS::SecretsManager::Secret|AWS::SecretsManager::SecretTargetAttachment|AWS::SNS::Topic|AWS::SSM::Parameter,95,0,3,2,0,0,1,false,30,32,false,6417,514712703977,none
aws-internal-api-alb,09/25/2025 21:47,12/05/2022 19:32,main,3,25,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::EC2::VPCEndpoint|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter,58,41,0,1,0,1,2,false,3,0,false,1579,514712703977|686137062481|757620174545,APP-2102
aws-transit-cloudfront-eweb-api-alb,09/25/2025 15:50,09/24/2025 20:42,dev,2,20,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter,52,48,0,0,0,5,2,false,2,0,false,1460,514712703977|686137062481|757620174545,APP-2102
aws-snowflake-connection-diagnostic,09/24/2025 04:34,09/23/2025 01:34,main,1,14,AWS::CloudFormation::Interface|AWS::CloudWatch::Dashboard|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::SSM::Parameter,27,72,0,1,0,0,0,false,1,0,false,891,302263046280,APP-3554
ccsp-cdp-party-relationship-module,09/19/2025 10:13,08/06/2021 15:15,qa,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,530,720720378559,none
ccsp-cdp-sfapi-v2-module,09/10/2025 16:43,01/31/2024 12:27,main,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,531,720720378559,none
aws-transit-public-elb-jfrog,09/05/2025 21:45,08/29/2024 22:57,nonprod,2,27,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,40,59,0,1,0,4,2,false,2,5,false,1757,100538557244|223104556128|242937548904|514712703977|686137062481|757620174545,APP-2102
aws-waf-rules-automation-jfrog,09/05/2025 21:34,08/29/2024 22:10,nonprod,2,6,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::FMS::Policy|AWS::IAM::Role|AWS::SSM::Parameter|AWS::WAFv2::IPSet|AWS::WAFv2::RuleGroup,75,25,0,0,0,0,0,false,2,0,false,505,686137062481,none
ccsp-cpd-audit-error-retry,09/04/2025 11:37,10/06/2022 16:39,main,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,529,720720378559,none
ccsp-cdp-sasp-module,09/04/2025 11:14,08/05/2021 13:28,qa,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,536,720720378559,none
ccsp-cdp-premise-module,09/04/2025 10:23,07/12/2021 22:40,qa,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,536,720720378559,none
ccsp-cdp-customer-contact-comments-module,09/03/2025 17:51,07/27/2022 16:54,main,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,526,720720378559,none
ccsp-cdp-contact-module,09/03/2025 17:29,07/21/2021 17:54,qa,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,530,720720378559,none
ccsp-cdp-case-module,09/03/2025 17:08,03/14/2022 13:56,dev,1,3,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,1,0,false,265,720720378559,none
ccsp-cdp-case-comments-module,09/03/2025 17:06,07/27/2022 16:52,main,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,526,720720378559,none
ccsp-cdp-audit-success,09/03/2025 16:57,10/24/2022 16:04,main,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,526,720720378559,none
ccsp-cdp-ac-related-info-contact-module,09/03/2025 16:38,08/13/2021 14:58,qa,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,536,720720378559,none
ccsp-cdp-ac-related-info-account-module,09/03/2025 16:38,08/10/2021 20:52,qa,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,536,720720378559,none
ccsp-cdp-account-consumer-module,09/03/2025 15:31,09/13/2022 14:47,main,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,526,720720378559,none
ccsp-cdp-account-business-module,09/03/2025 14:13,06/30/2021 16:34,qa,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,536,720720378559,none
gsm-cloudformation-templates,09/03/2025 13:57,07/28/2023 06:11,master,20,84,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,20,0,false,7709,058266046548|139623206579,none
ccsp-cdp-account-business-l2-module,09/03/2025 12:46,09/13/2022 14:47,qa,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,662,720720378559,none
ccsp-cdp-account-billing-module,09/03/2025 12:23,06/10/2021 23:55,qa,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,536,720720378559,none
aws-logging-central-s3accesslogs-spoke,09/02/2025 17:09,01/13/2021 14:37,main,1,6,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,50,50,0,0,0,0,0,false,1,0,false,384,none,none
aws-route53,08/28/2025 20:26,01/08/2019 17:30,master,13,61,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::Route53Resolver::ResolverEndpoint|AWS::Route53Resolver::ResolverRule|AWS::Route53Resolver::ResolverRuleAssociation|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,10,1,false,11051,686137062481,none
aws-network,08/28/2025 16:29,05/01/2019 15:52,master,18,125,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::EC2::KeyPair|AWS::EC2::LaunchTemplate|AWS::EC2::RouteTable|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::EC2::Subnet|AWS::EC2::SubnetNetworkAclAssociation|AWS::EC2::SubnetRouteTableAssociation|AWS::EC2::VPC|AWS::EC2::VPCCidrBlock|AWS::Events::Rule|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::Logs::MetricFilter|AWS::SecretsManager::Secret|AWS::SSM::Parameter,63,36,0,1,0,0,0,false,15,0,false,6475,686137062481|796294485691|799203821692,APP-2102
ccsp-cdp-aws-batch-infrastructure,08/24/2025 05:38,06/20/2024 15:38,main,2,42,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::DynamoDB::Table|AWS::EC2::SecurityGroup|AWS::ElastiCache::ReplicationGroup|AWS::ElastiCache::SubnetGroup|AWS::ElastiCache::User|AWS::ElastiCache::UserGroup|AWS::IAM::Role|AWS::SecretsManager::Secret|AWS::SQS::Queue|AWS::SSM::Parameter,73,0,26,1,0,0,0,false,2,0,false,1229,none,APP-2395
aws-transit-public-elb-mrad,08/15/2025 17:35,04/16/2024 22:43,main,2,25,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,36,63,0,1,0,4,2,false,2,6,false,1621,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-waf-rules-automation-mrad,08/14/2025 15:34,04/17/2024 00:16,main,2,4,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::FMS::Policy|AWS::IAM::Role|AWS::SSM::Parameter,75,25,0,0,0,0,0,false,2,0,false,463,686137062481,none
